nom,uai,type_etablissement,commune,academie,departement,secteur,ips,latitude,longitude
Collège La Peyroua,0830958R,college,Le Muy,Nice,Var,Public,91.3,43.47149161833514,6.555116608875328
Lycée professionnel Golf-Hotel,0831014B,lycee,Hyères,Nice,Var,Public,92,43.1305636511929,6.156387459541036
Collège Jean Giono,0831056X,college,Le Beausset,Nice,Var,Public,113.4,43.1971492079143,5.809412611763351
Lycée agricole privé de Saint-Maximin,0831109E,lycee,Saint-Maximin-la-Sainte-Baume,Nice,Var,Privé,,43.457372929629194,5.861019161399687
Collège privé Sainte Marie,0831196Z,college,La Seyne-sur-Mer,Nice,Var,Privé,128.5,43.10117019766833,5.876925779286159
Collège privé Immaculée-Conception,0360511K,college,Buzançais,Orléans-Tours,Indre,Privé,103.1,46.88841908647333,1.4264196004569294
Collège Rosa Parks,0360541T,college,Châteauroux,Orléans-Tours,Indre,Public,69.2,46.80038435949145,1.7056699055203601
Lycée général et technologique Bonaparte,0831243A,lycee,Toulon,Nice,Var,Public,97.5,43.12593710201877,5.926031567145824
Collège Romain Rolland,0360658V,college,Déols,Orléans-Tours,Indre,Public,93,46.8250656074326,1.707759443156629
Collège Rollinat,0360718K,college,Argenton-sur-Creuse,Orléans-Tours,Indre,Public,98.4,46.589368496948076,1.5094105800675757
Collège Joachim du Bellay,0370006F,college,Château-la-Vallière,Orléans-Tours,Indre-et-Loire,Public,92.3,47.54265721960513,0.329130578687337
Collège André Duchesne,0370013N,college,L'Ile-Bouchard,Orléans-Tours,Indre-et-Loire,Public,99,47.11555908193363,0.42982633958531546
Collège Patrick Baudry,0370024A,college,Nouâtre,Orléans-Tours,Indre-et-Loire,Public,93.8,47.05623604548865,0.5553600856662082
Collège privé Assomption,0831424X,college,Cogolin,Nice,Var,Privé,118.6,43.25195830762533,6.5194696604376325
Lycée professionnel François Clouet - Lycée des métiers de la mode et des services,0370032J,lycee,Tours,Orléans-Tours,Indre-et-Loire,Public,91.4,47.42769321672113,0.6893294240216074
Lycée général Descartes,0370035M,lycee,Tours,Orléans-Tours,Indre-et-Loire,Public,135.7,47.39134338086515,0.6895302933504961
"L.P. Albert Bayet - Lycée des métiers de l'hôtellerie restauration, de l'automobile et de la logistique et des industries graphiques et plurimédia",0370040T,lycee,Tours,Orléans-Tours,Indre-et-Loire,Public,94,47.39368009417093,0.6709203283674987
Collège André Cabasse,0831474B,college,Roquebrune-sur-Argens,Nice,Var,Public,110.8,43.448180717409684,6.643089377728843
Lycée polyvalent Rouvière - Suzanne Lefort Rouquette,0831616F,lycee,Toulon,Nice,Var,Public,113.4,43.125522148661254,5.978429976767305
Collège Le Vigneret,0831644L,college,Le Castellet,Nice,Var,Public,105,43.177496796087446,5.773094725118365
Lycée polyvalent du Val d'Argens,0831646N,lycee,Le Muy,Nice,Var,Public,108.9,43.475541466132164,6.539440146323998
Ecole secondaire privée - Collège Privé Antoine Chevrier,0831695S,college,Le Pradet,Nice,Var,Privé,,43.10912172056078,6.015671773720422
Collège privé Notre-Dame,0370738B,college,Preuilly-sur-Claise,Orléans-Tours,Indre-et-Loire,Privé,102.9,46.85290560234842,0.9299299417001138
Collège privé Saint Gatien La Salle,0370740D,college,Joué-lès-Tours,Orléans-Tours,Indre-et-Loire,Privé,119,47.33463774261483,0.6502497083441511
Collège privé Sainte Jeanne d'Arc,0370743G,college,Tours,Orléans-Tours,Indre-et-Loire,Privé,118.8,47.38187763926209,0.6843002095654318
Collège privé Institution Sainte Thérèse,0370746K,college,Vouvray,Orléans-Tours,Indre-et-Loire,Privé,114.5,47.41244727378087,0.8075195112460647
Ecole secondaire privée Institut FF Golf - Terre blanche,0831777F,college,Tourrettes,Nice,Var,Privé,,43.60759546554703,6.731412716458274
Ecole secondaire privée Collège Saint Joseph d'Ollioules,0831815X,college,Ollioules,Nice,Var,Privé,,43.12767075393371,5.8609664425094605
Ecole secondaire privée Ecole de production Je fabrique mon avenir - JFMA,0831819B,college,La Seyne-sur-Mer,Nice,Var,Privé,,43.11686085210988,5.865390066680299
Lycée général et technologique Frédéric Mistral,0840003X,lycee,Avignon,Aix-Marseille,Vaucluse,Public,112.9,43.94722102577662,4.8015709342022594
LPO Philippe de Girard,0840005Z,lycee,Avignon,Aix-Marseille,Vaucluse,Public,80.1,43.92691483931859,4.809175112989619
CLG le Luberon Michel Tamisier,0840014J,college,Cadenet,Aix-Marseille,Vaucluse,Public,113.8,43.73980512999116,5.389094456484254
Lycée général et technologique Ismaël Dauphin,0840017M,lycee,Cavaillon,Aix-Marseille,Vaucluse,Public,102.3,43.8238520959238,5.038017439724799
Collège du Pays de Sault,0840032D,college,Sault,Aix-Marseille,Vaucluse,Public,97.9,44.090659868006064,5.41577548139074
Collège Voltaire,0840033E,college,Sorgues,Aix-Marseille,Vaucluse,Public,83.1,44.00987908595682,4.873883399735772
Collège Joseph d'Arbaud,0840035G,college,Vaison-la-Romaine,Aix-Marseille,Vaucluse,Public,106.8,44.244191602206016,5.0872487080120585
"Lycée professionnel Domaine d'Eguilles - Lycée des métiers de l'ingénieurie et de la réalisation du bâtiment, du décor et de la maintenance",0840039L,lycee,Vedène,Aix-Marseille,Vaucluse,Public,91.9,43.985707818796996,4.8977224079728074
"Lycée professionnel Maria Casarès - Lycée des métiers des services aux entreprises, de la beauté et du bien être",0840041N,lycee,Avignon,Aix-Marseille,Vaucluse,Public,78,43.935268095724865,4.82910093269379
Lycée général et technologique privé Louis Pasteur,0840059H,lycee,Avignon,Aix-Marseille,Vaucluse,Privé,128.1,43.94786995796547,4.813875485789238
Collège privé Marie Rivier,0840068T,college,Sorgues,Aix-Marseille,Vaucluse,Privé,110.7,43.98669584314416,4.8879712404164914
Lycée général privé Saint Louis,0840075A,lycee,Orange,Aix-Marseille,Vaucluse,Privé,129.1,44.12523545315745,4.805272181772356
"Lycée professionnel Alexandre Dumas - Lycée des métiers de la route, de la relation client et des arts de la table",0840113S,lycee,Cavaillon,Aix-Marseille,Vaucluse,Public,80.3,43.82877096141506,5.044115481758831
Lycée professionnel agricole de Chambray-les-Tours,0370794M,lycee,Chambray-lès-Tours,Orléans-Tours,Indre-et-Loire,Public,,47.33757366802812,0.7297005631775815
Lycée général et technologique privé Marmoutier,0370881G,lycee,Tours,Orléans-Tours,Indre-et-Loire,Privé,125.9,47.4030157561843,0.7164188491644654
Collège Pierre de Ronsard,0370995F,college,Bourgueil,Orléans-Tours,Indre-et-Loire,Public,103.7,47.28306015940948,0.1730004921505265
Lycée professionnel Joseph Cugnot,0371100V,lycee,Chinon,Orléans-Tours,Indre-et-Loire,Public,90,47.17075579584015,0.2557294970323697
Collège Celestin Freinet,0371101W,college,Sainte-Maure-de-Touraine,Orléans-Tours,Indre-et-Loire,Public,100.4,47.114064872122036,0.6254302913927867
Collège Choiseul,0371122U,college,Amboise,Orléans-Tours,Indre-et-Loire,Public,103.4,47.39852905164073,0.9833694675132739
Collège Roger Jahan,0371192V,college,Descartes,Orléans-Tours,Indre-et-Loire,Public,94.4,46.97767866060584,0.6958193602711612
Collège André Malraux,0371248F,college,Amboise,Orléans-Tours,Indre-et-Loire,Public,107.1,47.39745126789944,0.9843105117978693
Collège Henri Boudon,0840437U,college,Bollène,Aix-Marseille,Vaucluse,Public,93.8,44.2914897082735,4.751134854041985
"Collège privé Notre-Dame La Riche, sous le patronage de Sainte-Anne",0371327S,college,Tours,Orléans-Tours,Indre-et-Loire,Privé,123.7,47.39025945012596,0.6763564087572175
Collège Stalingrad,0371391L,college,Saint-Pierre-des-Corps,Orléans-Tours,Indre-et-Loire,Public,98.2,47.390112723691864,0.729730012687513
Collège Jules Verne,0840664R,college,Le Pontet,Aix-Marseille,Vaucluse,Public,73.7,43.959249941349086,4.862076609008712
LP Ferdinand Revoul - Lycée des métiers des arts culinaires et de l'industrie,0840700E,lycee,Valréas,Aix-Marseille,Vaucluse,Public,85.3,44.38524645200465,4.999611221005836
Lycée agricole privé Saint-Dominique de Valreas,0840747F,lycee,Valréas,Aix-Marseille,Vaucluse,Privé,,44.38561585509898,4.989560004910413
Collège Arausio,0840764Z,college,Orange,Aix-Marseille,Vaucluse,Public,98.3,44.131962210138624,4.832898497396608
ECS Léon Dupont,0371728C,college,Tours,Orléans-Tours,Indre-et-Loire,Privé,,47.40256646843459,0.7116600815693059
Collège du Pays des Sorgues,0840915N,college,Le Thor,Aix-Marseille,Vaucluse,Public,114.8,43.93563998385438,4.994039597055243
LPO PR Saint Jean Baptiste la Salle - Lycée des métiers de l'énergie et du numérique,0840940R,lycee,Avignon,Aix-Marseille,Vaucluse,Privé,118.6,43.94898143483061,4.815084564385474
Collège Gérard Philipe,0840970Y,college,Avignon,Aix-Marseille,Vaucluse,Public,77,43.94384045328035,4.845551283918319
Ecole privée Rudolf Steiner (Ecole secondaire),0841076N,college,Sorgues,Aix-Marseille,Vaucluse,Privé,,43.99410932266997,4.87552099216102
CLG PR COURS PRIVE PYTHAGORE,0841229E,college,Avignon,Aix-Marseille,Vaucluse,Privé,,43.94920432022182,4.8099506420127955
Lycée général et technologique Georges Clémenceau,0850006V,lycee,Chantonnay,Nantes,Vendée,Public,101.3,46.68501072219995,-1.049192364400299
Collège Golfe des Pictons,0850014D,college,L'Ile-d'Elle,Nantes,Vendée,Public,92.5,46.32875696423236,-0.9496705132352254
Lycée polyvalent Rosa Parks - Lycée des métiers,0850027T,lycee,La Roche-sur-Yon,Nantes,Vendée,Public,101.4,46.65845323886824,-1.433493686759219
"Lycée professionnel Eric Tabarly - Lycée des métiers du nautisme, de l'automobile et de l'industrie",0850033Z,lycee,Les Sables-d'Olonne,Nantes,Vendée,Public,93.2,46.51704167208021,-1.7684722095874659
Lycée général et technologique privé St Gabriel St Michel,0850086G,lycee,Saint-Laurent-sur-Sèvre,Nantes,Vendée,Privé,124.9,46.95931615742295,-0.8910764823946445
Collège privé Notre-Dame de l'Espérance,0850091M,college,Les Brouzils,Nantes,Vendée,Privé,112,46.88680270349899,-1.3233535426464422
Collège privé Saint Martin,0850092N,college,Benet,Nantes,Vendée,Privé,112.7,46.365779772641524,-0.5975922540065183
Collège privé Notre-Dame du Port,0850103A,college,L'Ile-d'Yeu,Nantes,Vendée,Privé,95.6,46.72133949485831,-2.3535507672418907
Collège privé du Puy Chabot,0850111J,college,Le Poiré-sur-Vie,Nantes,Vendée,Privé,115.7,46.771191074369,-1.5142163802048008
Collège privé Saint Louis,0850114M,college,La Roche-sur-Yon,Nantes,Vendée,Privé,131.1,46.67139160091445,-1.4261312444605607
Collège privé Saint Joseph,0851191H,college,Chantonnay,Nantes,Vendée,Privé,107.3,46.685690334193126,-1.0538665177231112
Ecole Spécialisée dans les Domaines Esthétique et Cosmétique,0851634P,lycee,La Roche-sur-Yon,Nantes,Vendée,Privé,,46.6741764653362,-1.4352282939427268
Collège Michel Ragon,0851662V,college,Montaigu-Vendée,Nantes,Vendée,Public,105.9,46.98521347927596,-1.3090697763280077
Collège privé Mère Teresa,0851704R,college,Montaigu-Vendée,Nantes,Vendée,Privé,121.8,46.94938602334337,-1.3365737355928353
Collège Bellevue,0860015Z,college,Dangé-Saint-Romain,Poitiers,Vienne,Public,95.8,46.93112603885849,0.6024824078539449
Collège Arthur Rimbaud,0860019D,college,Latillé,Poitiers,Vienne,Public,106.3,46.61586767507881,0.07813141304405063
Collège Arsène Lambert,0860020E,college,Lencloître,Poitiers,Vienne,Public,96.8,46.82009502902032,0.3344647491810633
Collège Jean Moulin,0860031S,college,Montmorillon,Poitiers,Vienne,Public,100.3,46.42807390858166,0.8747262971327363
Lycée général et technologique Camille Guérin,0860035W,lycee,Poitiers,Poitiers,Vienne,Public,124.9,46.567621103067914,0.3657594611817887
Lycée polyvalent Nelson Mandela,0860037Y,lycee,Poitiers,Poitiers,Vienne,Public,109.8,46.598487253055346,0.32974055893145904
Collège Jean Moulin,0860076R,college,Poitiers,Poitiers,Vienne,Public,96.4,46.58161522611309,0.37065101126315547
Lycée agricole privé de La Mure,0382370V,lycee,La Mure,Grenoble,Isère,Privé,,44.90496177631241,5.790529917531848
Lycée agricole privé du Guiers de Pont-de-Beauvoisin,0382373Y,lycee,Le Pont-de-Beauvoisin,Grenoble,Isère,Privé,,45.53701461331195,5.669969345669618
Collège Pierre de Ronsard,0860723U,college,Poitiers,Poitiers,Vienne,Public,99.1,46.56867100550213,0.3510568553434422
Collège privé Saint Gabriel-Notre-Dame,0860753B,college,Châtellerault,Poitiers,Vienne,Privé,116.6,46.81549811158278,0.5421538899148961
Collège La Salle Saint Martin,0860762L,college,Valence-en-Poitou,Poitiers,Vienne,Privé,103.4,46.299621207460774,0.17911837347676227
