session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,0840003X,Inconnu,2025-05-21,2025-05-21T08:17:31.000Z,morning_weekday,13,15,0,0,no,,0,no,0,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,0840003X,Inconnu,2025-05-23,2025-05-23T11:03:25.000Z,lunch_weekday,11,1,0,0,no,,0,yes,2,no,0
