session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0596925G,Inconnu,2024-11-12,2024-11-12T14:27:32.000Z,afternoon_weekday,20,12,0,0,no,,0,no,,,
2,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0596925G,Inconnu,2024-11-15,2024-11-15T13:24:21.000Z,afternoon_weekday,21,24,0,0,no,,0,no,,no,0
