session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,0370035M,Inconnu,2024-04-19,2024-04-19T08:47:17.000Z,morning_weekday,1,27,0,0,no,,0,no,,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,0180005H,Inconnu,2024-04-30,2024-04-30T07:57:22.000Z,morning_weekday,1,18667,1,0,no,,0,no,,no,0
3,2548348,Intro � l'IA : classification de chiffres 2 et 7,0180005H,Inconnu,2024-05-05,2024-05-05T19:29:20.000Z,evening_weekend,1,10799,1,0,no,,0,no,,no,0
4,2548348,Intro � l'IA : classification de chiffres 2 et 7,0180005H,Inconnu,2024-05-13,2024-05-13T06:22:32.000Z,morning_weekday,9,71,0.67,0,yes,2024-05-13T07:46:28.000Z,6,no,,no,0
