session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2024-04-02,2024-04-02T10:20:28.000Z,lunch_weekday,2,74,0.5,0,no,,0,no,-93,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2024-04-04,2024-04-04T06:18:58.000Z,morning_weekday,4,0,0,0,no,,0,no,-91,no,0
3,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2024-04-04,2024-04-04T12:15:44.000Z,afternoon_weekday,3,0,0,0,no,,0,no,-91,no,0
4,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2024-04-05,2024-04-05T08:24:39.000Z,morning_weekday,4,31,0.25,0,no,,0,no,-90,no,0
