session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3515488,MathAData - G�om�trie du plan (�quation r�duite de droite) pour la classification d'images de chiffres - 2nde,0620140R,Inconnu,2025-05-28,2025-05-28T07:35:21.000Z,morning_weekday,12,26,0,0,no,,0,no,,,
2,3515488,MathAData - G�om�trie du plan (�quation r�duite de droite) pour la classification d'images de chiffres - 2nde,0620140R,Inconnu,2025-05-28,2025-05-28T08:45:21.000Z,morning_weekday,9,24,0,0,no,,0,no,,no,0
3,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0620140R,Inconnu,2025-02-26,2025-02-26T08:35:11.000Z,morning_weekday,13,49,0,0,no,,0,no,,,
4,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0620140R,Inconnu,2025-02-26,2025-02-26T09:43:11.000Z,morning_weekday,12,48,0,0,no,,0,no,,no,0
