session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,0750662M,Inconnu,2024-05-16,2024-05-16T06:14:35.000Z,morning_weekday,1,40,0,0,no,,0,no,-1,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,0750662M,Inconnu,2024-06-04,2024-06-04T11:53:40.000Z,lunch_weekday,10,330,0.3,0,no,,0,yes,18,no,0
3,2548348,Intro � l'IA : classification de chiffres 2 et 7,0750662M,Inconnu,2024-06-04,2024-06-04T12:53:59.000Z,afternoon_weekday,7,428,0.14,0,no,,0,yes,18,no,0
4,2548348,Intro � l'IA : classification de chiffres 2 et 7,0750700D,Inconnu,2024-06-04,2024-06-04T12:41:20.000Z,afternoon_weekday,1,43,0,0,no,,0,yes,18,no,0
5,2548348,Intro � l'IA : classification de chiffres 2 et 7,0750699C,Inconnu,2024-06-04,2024-06-04T12:56:11.000Z,afternoon_weekday,1,39,0,0,no,,0,yes,18,no,0
