session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,0330023W,Inconnu,2024-04-11,2024-04-11T12:27:43.000Z,afternoon_weekday,1,11,0,0,no,,0,no,,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,0331760J,Inconnu,2024-04-11,2024-04-11T12:31:07.000Z,afternoon_weekday,10,28,0.3,0,no,,0,no,,no,0
3,2548348,Intro � l'IA : classification de chiffres 2 et 7,0331760J,Inconnu,2025-03-20,2025-03-20T10:25:43.000Z,morning_weekday,20,365,0.05,0,no,,0,no,,no,0
