session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0750692V,Inconnu,2024-05-17,2024-05-17T12:43:23.000Z,afternoon_weekday,1,69,1,0,no,,0,no,,,
2,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0750679F,Inconnu,2024-05-17,2024-05-17T12:46:28.000Z,afternoon_weekday,1,64,1,0,no,,0,no,,no,0
