session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0590011S,Inconnu,2025-01-16,2025-01-16T12:35:02.000Z,lunch_weekday,14,6,0,0,no,,0,yes,8,,
2,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0590011S,Inconnu,2025-01-16,2025-01-16T14:43:22.000Z,afternoon_weekday,15,604,0.07,0.07,no,,0,yes,8,no,0
