session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2024-05-13,2024-05-13T09:16:13.000Z,morning_weekday,1,48,0,0,no,,0,no,,,
2,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2025-01-09,2025-01-09T13:28:48.000Z,afternoon_weekday,4,28,0,0,no,,0,no,,no,0
3,2548348,Intro � l'IA : classification de chiffres 2 et 7,NULL,Inconnu,2025-01-16,2025-01-16T10:16:32.000Z,morning_weekday,10,7,0,0,no,,0,no,,no,0
4,3515488,MathAData - G�om�trie du plan (�quation r�duite de droite) pour la classification d'images de chiffres - 2nde,NULL,Inconnu,2025-01-29,2025-01-29T10:19:12.000Z,morning_weekday,19,38,0.32,0,yes,2025-01-29T11:38:03.000Z,5,no,,,
