session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3515488,MathAData - G�om�trie du plan (�quation r�duite de droite) pour la classification d'images de chiffres - 2nde,0590064Z,Inconnu,2025-05-19,2025-05-19T06:12:19.000Z,morning_weekday,13,2,0,0,no,,0,no,,,
2,3515488,MathAData - G�om�trie du plan (�quation r�duite de droite) pour la classification d'images de chiffres - 2nde,0590064Z,Inconnu,2025-05-19,2025-05-19T11:03:04.000Z,lunch_weekday,13,0,0,0,no,,0,no,,no,0
3,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0590064Z,Inconnu,2025-03-03,2025-03-03T12:01:11.000Z,lunch_weekday,1,0,0,0,no,,0,no,-2,,
4,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0590064Z,Inconnu,2025-03-10,2025-03-10T07:06:04.000Z,morning_weekday,11,39,0,0,no,,0,yes,5,no,0
5,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0590064Z,Inconnu,2025-03-10,2025-03-10T12:02:10.000Z,lunch_weekday,11,9183,0.09,0,no,,0,yes,5,no,0
