session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0130010R,Inconnu,2025-05-27,2025-05-27T07:05:03.000Z,morning_weekday,2,41,0,0,no,,0,yes,3,,
2,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0130010R,Inconnu,2025-05-27,2025-05-27T09:08:30.000Z,morning_weekday,4,45,0,0,no,,0,yes,3,no,0
3,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0130010R,Inconnu,2025-06-06,2025-06-06T06:53:28.000Z,morning_weekday,4,53,0,0,no,,0,yes,13,no,0
4,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0130010R,Inconnu,2025-06-06,2025-06-06T09:24:21.000Z,morning_weekday,1,0,0,0,no,,0,yes,13,no,0
