session_number,activity_id,activity_name,uai,school_name,date,timestamp,time_pattern,nb_students,avg_work_duration_minutes,continuation_rate,home_work_rate,had_second_session,second_session_date,second_session_students,tested_first,days_between_test_and_teaching,is_same_students_as_previous,overlap_rate
1,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,NULL,Inconnu,2024-11-14,2024-11-14T08:09:35.000Z,morning_weekday,15,6761,0.33,0,yes,2024-11-28T08:49:46.000Z,5,no,,,
2,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,NULL,Inconnu,2024-11-18,2024-11-18T10:32:12.000Z,morning_weekday,14,15,0,0,no,,0,no,,no,0
3,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,NULL,Inconnu,2024-11-28,2024-11-28T08:39:30.000Z,morning_weekday,5,1,0,0,no,,0,no,,no,0
4,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,NULL,Inconnu,2025-01-25,2025-01-25T08:42:44.000Z,morning_weekend,1,0,0,0,no,,0,no,,no,0
5,3518185,MathAData - Statistiques pour la classification d'images de chiffres- 2nde,0595867G,Inconnu,2024-11-28,2024-11-28T08:39:49.000Z,morning_weekday,1,8,0,0,no,,0,no,,no,0
